1,32402
2,32347
3,32349
4,32391
5,32414
6,32347
7,32362
8,32358
9,32349
10,32381
11,32349
12,32385
13,32373
14,32357
15,32391
16,32362
17,32381
18,32362
19,32413
20,32403
21,32391
22,32409
23,32384
24,32409
25,32384
26,32382
27,32395
28,32390
29,32393
30,32409
31,32381
32,32385
33,32409
34,32359
35,32409
36,32381
37,32391
38,32380
39,32402
40,32372
41,32409
42,32381
43,32361
44,32385
45,32370
46,32409
47,32347
48,32365
49,32413
50,32409
51,32391
52,32361
53,32349
54,32349
55,32385
56,32385
57,32414
58,32409
59,32349
60,32357
61,32391
62,32391
63,32385
64,32381
65,32413
66,32402
67,32347
68,32357
69,32357
70,32412
71,32381
72,32409
73,32347
74,32391
75,32412
76,32391
77,32402
78,32347
79,32354
80,32349
81,32362
82,32402
83,32410
84,32413
85,32376
86,32414
87,32350
88,32390
89,32349
90,32358
91,32391
92,32381
93,32381
94,32357
95,32412
96,32347
97,32412
98,32414
99,32412
100,32381
101,32409
102,32381
103,32381
104,32357
105,32385
106,32409
107,32409
108,32357
109,32391
110,32381
111,32368
112,32370
113,32412
114,32409
115,32391
116,32413
117,32401
118,32413
119,32381
120,32357
121,32412
122,32381
123,32413
124,32410
125,32357
126,32381
127,32347
128,32413
129,32362
130,32348
131,32409
132,32413
133,32409
134,32413
135,32357
136,32409
137,32391
138,32402
139,32391
140,32414
141,32358
142,32385
143,32391
144,32402
145,32386
146,32403
147,32414
148,32381
149,32393
150,32409
151,32409
152,32357
153,32349
154,32391
155,32382
156,32414
157,32362
158,32373
159,32348
160,32414
161,32409
162,32378
163,32349
164,32403
165,32391
166,32376
167,32362
168,32391
169,32349
170,32349
171,32385
172,32372
173,32368
174,32395
175,32385
176,32349
177,32385
178,32381
179,32395
180,32347
181,32409
182,32409
183,32347
184,32409
185,32386
186,32386
187,32402
188,32362
189,32414
190,32347
191,32362
192,32348
193,32384
194,32349
195,32349
196,32347
197,32347
198,32349
199,32342
200,32391
201,32351
202,32373
203,32348
204,32358
205,32381
206,32349
207,32349
208,32391
209,32402
210,32349
211,32385
212,32381
213,32347
214,32409
215,32391
216,32413
217,32381
218,32357
219,32409
220,32385
221,32410
222,32391
223,32391
224,32409
225,32349
226,32391
227,32409
228,32391
229,32357
230,32348
231,32413
232,32385
233,32384
234,32413
235,32395
236,32360
237,32357
238,32347
239,32368
240,32381
241,32413
242,32402
243,32362
244,32360
245,32349
246,32412
247,32390
248,32349
249,32409
250,32391
251,32347
252,32384
253,32349
254,32368
255,32349
256,32412
257,32347
258,32409
259,32373
260,32409
261,32358
262,32402
263,32410
264,32357
265,32357
266,32347
267,32414
268,32347
269,32366
270,32403
271,32349
272,32403
273,32391
274,32384
275,32364
276,32402
277,32412
278,32347
279,32409
280,32359
281,32413
282,32362
283,32381
284,32362
285,32349
286,32412
287,32409
288,32387
289,32385
290,32414
291,32414
292,32381
293,32410
294,32385
295,32370
296,32347
297,32391
298,32347
299,32349
300,32391
301,32348
302,32410
303,32391
304,32409
305,32410
306,32368
307,32342
308,32407
309,32385
310,32392
311,32361
312,32412
313,32402
314,32373
315,32370
316,32357
317,32384
318,32367
319,32352
320,32413
321,32381
322,32412
323,32391
324,32347
325,32391
326,32403
327,32399
328,32380
329,32413
330,32409
331,32409
332,32347
333,32347
334,32381
335,32409
336,32362
337,32385
338,32409
339,32409
340,32390
341,32381
342,32348
343,32357
344,32368
345,32357
346,32357
347,32348
348,32403
349,32382
350,32347
351,32399
352,32399
353,32368
354,32385
355,32386
356,32361
357,32391
358,32381
359,32412
360,32349
361,32402
362,32363
363,32413
364,32348
365,32410
366,32381
367,32414
368,32395
369,32349
370,32349
371,32391
372,32370
373,32391
374,32349
375,32347
376,32391
377,32368
378,32368
379,32391
380,32390
381,32381
382,32381
383,32399
384,32347
385,32409
386,32395
387,32349
388,32395
389,32381
390,32409
391,32367
392,32412
393,32399
394,32384
395,32385
396,32402
397,32385
398,32381
399,32402
400,32391
401,32385
402,32399
403,32403
404,32412
405,32348
406,32385
407,32402
408,32380
409,32412
410,32350
411,32399
412,32385
413,32413
414,32409
415,32391
416,32384
417,32391
418,32370
419,32391
420,32347
421,32386
422,32409
423,32347
424,32414
425,32347
426,32362
427,32381
428,32391
429,32391
430,32349
431,32384
432,32409
433,32402
434,32362
435,32348
436,32409
437,32349
438,32357
439,32343
440,32385
441,32384
442,32381
443,32412
444,32381
445,32391
446,32407
447,32409
448,32349
449,32347
450,32381
451,32412
452,32347
453,32385
454,32402
455,32357
456,32409
457,32385
458,32412
459,32391
460,32413
461,32409
462,32373
463,32349
464,32384
465,32347
466,32349
467,32398
468,32391
469,32413
470,32390
471,32376
472,32349
473,32347
474,32363
475,32414
476,32402
477,32362
478,32414
479,32398
480,32403
481,32391
482,32357
483,32347
484,32358
485,32399
486,32349
487,32403
488,32349
489,32349
490,32391
491,32412
492,32348
493,32348
494,32408
495,32359
496,32410
497,32381
498,32352
499,32409
500,32364
501,32385
502,32384
503,32409
504,32409
505,32381
506,32412
507,32409
508,32409
509,32393
510,32347
511,32391
512,32347
513,32391
514,32414
515,32414
516,32409
517,32413
518,32384
519,32385
520,32385
521,32349
522,32410
523,32357
524,32391
525,32352
526,32370
527,32414
528,32413
529,32385
530,32410
531,32381
532,32409
533,32414
534,32349
535,32385
536,32402
537,32410
538,32413
539,32349
540,32349
541,32414
542,32370
543,32349
544,32409
545,32347
546,32409
547,32403
548,32414
549,32403
550,32385
551,32381
552,32413
553,32381
554,32391
555,32385
556,32409
557,32412
558,32402
559,32414
560,32409
561,32406
562,32414
563,32399
564,32385
565,32357
566,32414
567,32385
568,32349
569,32381
570,32358
571,32391
572,32410
573,32414
574,32391
575,32352
576,32409
577,32391
578,32349
579,32348
580,32347
581,32413
582,32359
583,32407
584,32349
585,32391
586,32409
587,32347
588,32349
589,32385
590,32357
591,32380
592,32395
593,32348
594,32385
595,32410
596,32386
597,32403
598,32409
599,32357
600,32370
601,32384
602,32381
603,32362
604,32414
605,32362
606,32347
607,32368
608,32402
609,32410
610,32357
611,32391
612,32349
613,32399
614,32381
615,32381
616,32380
617,32349
618,32409
619,32412
620,32399
621,32385
622,32409
623,32385
624,32414
625,32357
626,32354
627,32348
628,32357
629,32399
630,32385
631,32413
632,32384
633,32362
634,32350
635,32410
636,32409
637,32349
638,32391
639,32384
640,32385
641,32402
642,32349
643,32384
644,32349
645,32344
646,32381
647,32349
648,32349
649,32391
650,32362
651,32381
652,32391
653,32385
654,32362
655,32414
656,32370
657,32344
658,32391
659,32409
660,32410
661,32364
662,32370
663,32360
664,32402
665,32347
666,32384
667,32385
668,32365
669,32412
670,32409
671,32354
672,32384
673,32381
674,32347
675,32398
676,32357
677,32347
678,32391
679,32414
680,32382
681,32395
682,32370
683,32414
684,32381
685,32370
686,32352
687,32385
688,32347
689,32402
690,32391
691,32396
692,32347
693,32414
694,32357
695,32347
696,32412
697,32381
698,32368
699,32381
700,32347
701,32381
702,32413
703,32385
704,32357
705,32410
706,32409
707,32370
708,32352
709,32349
710,32349
711,32386
712,32349
713,32381
714,32391
715,32387
716,32391
717,32398
718,32348
719,32385
720,32412
721,32385
722,32413
723,32381
724,32381
725,32409
726,32385
727,32413
728,32347
729,32357
730,32347
731,32391
732,32391
733,32402
734,32349
735,32349
736,32390
737,32414
738,32347
739,32349
740,32349
741,32349
742,32357
743,32409
744,32347
745,32384
746,32414
747,32349
748,32357
749,32414
750,32355
751,32390
752,32357
753,32347
754,32412
755,32386
756,32370
757,32381
758,32385
759,32370
760,32385
761,32349
762,32381
763,32414
764,32373
765,32363
766,32381
767,32379
768,32381
769,32399
770,32349
771,32381
772,32409
773,32381
774,32349
775,32412
776,32381
777,32381
778,32413
779,32403
780,32409
781,32412
782,32357
783,32391
784,32384
785,32349
786,32384
787,32377
788,32385
789,32385
790,32370
791,32348
792,32348
793,32381
794,32378
795,32409
796,32385
797,32399
798,32375
799,32410
800,32386
801,32402
802,32385
803,32357
804,32381
805,32393
806,32347
807,32347
808,32343
809,32402
810,32413
811,32391
812,32347
813,32391
814,32370
815,32381
816,32402
817,32350
818,32381
819,32391
820,32381
821,32349
822,32391
823,32395
824,32397
825,32381
826,32395
827,32397
828,32409
829,32402
830,32409
831,32381
832,32347
833,32381
834,32385
835,32385
836,32391
837,32349
838,32414
839,32347
840,32384
841,32385
842,32384
843,32366
844,32349
845,32381
846,32370
847,32362
848,32347
849,32413
850,32413
851,32349
852,32413
853,32386
854,32357
855,32358
856,32385
857,32384
858,32367
859,32385
860,32385
861,32409
862,32406
863,32409
864,32349
865,32349
866,32370
867,32362
868,32390
869,32358
870,32381
871,32349
872,32346
873,32393
874,32357
875,32386
876,32384
877,32410
878,32391
879,32357
880,32391
881,32403
882,32357
883,32395
884,32347
885,32358
886,32414
887,32385
888,32368
889,32409
890,32347
891,32381
892,32349
893,32413
894,32349
895,32357
896,32355
897,32391
898,32362
899,32381
900,32381
901,32348
902,32412
903,32384
904,32412
905,32414
906,32410
907,32368
908,32366
909,32385
910,32357
911,32412
912,32391
913,32347
914,32349
915,32409
916,32357
917,32414
918,32381
919,32413
920,32349
921,32344
922,32381
923,32347
924,32370
925,32409
926,32414
927,32347
928,32399
929,32384
930,32381
931,32414
932,32376
933,32407
934,32412
935,32349
936,32391
937,32385
938,32409
939,32414
940,32385
941,32379
942,32391
943,32381
944,32347
945,32370
946,32357
947,32357
948,32349
949,32357
950,32396
951,32391
952,32381
953,32357
954,32351
955,32370
956,32413
957,32391
958,32349
959,32347
960,32385
961,32391
962,32381
963,32357
964,32391
965,32347
966,32347
967,32370
968,32370
969,32410
970,32409
971,32385
972,32409
973,32370
974,32349
975,32347
976,32349
977,32409
978,32409
979,32407
980,32384
981,32414
982,32384
983,32379
984,32409
985,32409
986,32381
987,32347
988,32349
989,32362
990,32370
991,32347
992,32409
993,32412
994,32391
995,32391
996,32414
997,32342
998,32395
999,32399
1000,32370
1001,32385
1002,32381
1003,32402
1004,32362
1005,32363
1006,32362
1007,32413
1008,32412
1009,32381
1010,32358
1011,32402
1012,32412
1013,32391
1014,32395
1015,32381
1016,32386
1017,32349
1018,32386
1019,32347
1020,32361
1021,32386
1022,32386
1023,32391
1024,32357
1025,32391
1026,32409
1027,32409
1028,32368
1029,32363
1030,32398
1031,32347
1032,32370
1033,32357
1034,32413
1035,32410
1036,32348
1037,32357
1038,32385
1039,32409
1040,32349
1041,32381
1042,32386
1043,32381
1044,32350
1045,32349
1046,32384
1047,32403
1048,32410
1049,32349
1050,32349
1051,32357
1052,32358
1053,32386
1054,32359
1055,32358
1056,32385
1057,32381
1058,32402
1059,32349
1060,32409
1061,32348
1062,32385
1063,32349
1064,32357
1065,32391
1066,32349
1067,32357
1068,32403
1069,32413
1070,32370
1071,32391
1072,32414
1073,32347
1074,32347
1075,32357
1076,32391
1077,32349
1078,32362
1079,32349
1080,32412
1081,32357
1082,32390
1083,32349
1084,32347
1085,32403
1086,32385
1087,32357
1088,32359
1089,32398
1090,32381
1091,32385
1092,32381
1093,32347
1094,32385
1095,32381
1096,32414
1097,32347
1098,32352
1099,32391
1100,32348
1101,32349
1102,32345
1103,32391
1104,32368
1105,32385
1106,32414
1107,32409
1108,32381
1109,32389
1110,32381
1111,32412
1112,32391
1113,32349
1114,32385
1115,32381
1116,32414
1117,32409
1118,32362
1119,32349
1120,32359
1121,32359
1122,32381
1123,32385
1124,32409
1125,32412
1126,32357
1127,32385
1128,32352
1129,32414
1130,32348
1131,32366
1132,32349
1133,32370
1134,32385
1135,32369
1136,32349
1137,32413
1138,32412
1139,32391
1140,32402
1141,32349
1142,32385
1143,32412
1144,32409
1145,32392
1146,32409
1147,32413
1148,32385
1149,32357
1150,32378
1151,32399
1152,32381
1153,32391
1154,32357
1155,32381
1156,32409
1157,32349
1158,32349
1159,32385
1160,32384
1161,32370
1162,32412
1163,32357
1164,32409
1165,32409
1166,32414
1167,32409
1168,32413
1169,32362
1170,32391
1171,32410
1172,32386
1173,32350
1174,32381
1175,32381
1176,32385
1177,32398
1178,32407
1179,32349
1180,32414
1181,32409
1182,32385
1183,32347
1184,32403
1185,32413
1186,32347
1187,32410
1188,32381
1189,32357
1190,32385
1191,32385
1192,32349
1193,32385
1194,32385
1195,32412
1196,32413
1197,32362
1198,32349
1199,32384
1200,32349
1201,32348
1202,32355
1203,32349
1204,32398
1205,32413
1206,32370
1207,32347
1208,32381
1209,32391
1210,32409
1211,32381
1212,32384
1213,32359
1214,32414
1215,32410
1216,32372
1217,32391
1218,32370
1219,32349
1220,32403
1221,32381
1222,32348
1223,32359
1224,32347
1225,32412
1226,32402
1227,32381
1228,32414
1229,32391
1230,32413
1231,32381
1232,32385
1233,32349
1234,32348
1235,32349
1236,32402
1237,32349
1238,32382
1239,32409
1240,32391
1241,32347
1242,32381
1243,32381
1244,32385
1245,32391
1246,32391
1247,32373
1248,32409
1249,32357
1250,32409
1251,32409
1252,32348
1253,32381
1254,32410
1255,32391
1256,32391
1257,32414
1258,32342
1259,32362
1260,32349
1261,32395
1262,32412
1263,32391
1264,32357
1265,32410
1266,32402
1267,32381
1268,32342
1269,32402
1270,32358
1271,32391
1272,32370
1273,32391
1274,32392
1275,32414
1276,32391
1277,32409
1278,32391
1279,32385
1280,32381
1281,32409
1282,32391
1283,32385
1284,32409
1285,32381
1286,32385
1287,32381
1288,32347
1289,32349
1290,32409
1291,32357
1292,32385
1293,32347
1294,32347
1295,32409
1296,32390
